,Particle ID,Area (ABD),Area (Filled),Aspect Ratio,Biovolume (Cylinder),Biovolume (P. Spheroid),Biovolume (Sphere),Calibration Factor,Calibration Image,Camera,Capture X,Capture Y,Circle Fit,Circularity,Circularity (Hu),Compactness,Convex Perimeter,Convexity,Date,Diameter (ABD),Diameter (ESD),Edge Gradient,Elapsed Time,Elongation,Feret Angle Max,Feret Angle Min,Fiber Curl,Fiber Straightness,Filter Score,Geodesic Aspect Ratio,Geodesic Length,Geodesic Thickness,Image File,Image Height,Image Width,Image X,Image Y,Intensity,Length,Particles Per Chain,Perimeter,Roughness,Sigma Intensity,Source Image,Sphere Complement,Sphere Count,Sphere Unknown,Sphere Volume,Sum Intensity,Symmetry,Time,Timestamp,Transparency,Volume (ABD),Volume (ESD),Width,imgpaths,class
229,230,351.97,392.31,0.48,3342.77,4229.35,4967.27,0.2752,1,1,658,238,0.27,0.46,0.75,2.17,87.64,0.9,2020-11-11,21.17,27.04,42.95,43.57,4.61,85.0,0.0,0.26,0.79,0.0,0.22,44.87,9.74,campanian_11nov_4_fc80_20x_000003.tif,143,78,246,724,88.79,35.63,1,109.21,2.19,29.61,951,101.07,4,0.0,2995.91,462347.0,0.59,13:07:54,2020-11-11T12:07:54.018,0.22,4967.274,10346.52,17.48,train/camp_11nov_4_fc80_20x_230.png,0
233,234,1574.68,1624.66,0.68,36292.06,41054.2,47006.01,0.2752,1,1,379,766,0.56,0.66,0.92,1.52,155.5,0.97,2020-11-11,44.78,48.62,46.68,43.99,2.36,55.0,-20.0,0.09,0.92,0.0,0.42,63.6,26.95,campanian_11nov_4_fc80_20x_000003.tif,194,175,494,724,63.23,58.4,1,181.11,1.84,27.04,960,0.0,10,0.0,14806.67,1388352.0,0.75,13:07:54,2020-11-11T12:07:54.427,0.08,47006.01,60181.84,38.82,train/camp_11nov_4_fc80_20x_234.png,0
235,236,325.67,378.25,0.47,3782.14,3866.46,4421.02,0.2752,1,1,865,11,0.27,0.57,0.74,1.77,84.17,0.95,2020-11-11,20.36,25.93,43.33,44.16,3.24,-80.0,-5.0,0.13,0.89,0.0,0.31,37.01,11.41,campanian_11nov_4_fc80_20x_000003.tif,132,75,728,724,96.02,32.88,1,96.83,2.2,25.72,964,1357.85,3,0.0,1826.92,464646.0,0.69,13:07:54,2020-11-11T12:07:54.609,0.21,4421.015,9129.158,15.69,train/camp_11nov_4_fc80_20x_236.png,0
239,240,423.13,423.13,0.58,5930.87,4970.18,6547.38,0.2752,1,1,250,124,0.45,0.72,0.86,1.39,83.28,0.98,2020-11-11,23.21,25.65,47.11,44.85,1.81,-80.0,0.0,0.0,1.06,0.0,0.55,29.19,16.08,campanian_11nov_4_fc80_20x_000003.tif,126,76,921,724,48.44,30.84,1,90.55,1.08,23.25,979,0.0,3,0.0,6932.44,300286.0,0.87,13:07:55,2020-11-11T12:07:55.292,0.1,6547.385,8834.753,16.92,train/camp_11nov_4_fc80_20x_240.png,0
246,247,102.31,102.31,0.8,186.23,3609.13,778.5,0.2752,1,1,252,723,0.42,0.08,0.35,11.89,61.28,0.47,2020-11-11,11.41,18.65,40.28,45.21,35.34,-50.0,10.0,2.01,0.33,0.0,0.03,66.66,1.89,campanian_11nov_4_fc80_20x_000004.tif,79,73,72,0,108.66,22.12,1,137.08,2.21,30.32,987,0.0,5,0.0,2039.88,180381.0,0.61,13:07:55,2020-11-11T12:07:55.653,0.39,778.5044,3396.362,15.82,train/camp_11nov_4_fc80_20x_247.png,0
260,261,743.99,820.29,0.5,4204.73,22387.24,15265.55,0.2752,1,1,696,600,0.0,0.12,0.54,8.33,135.1,0.74,2020-11-11,30.78,42.13,34.14,48.08,24.13,75.0,-5.0,1.71,0.37,0.0,0.04,146.09,6.05,campanian_11nov_4_fc80_20x_000004.tif,206,122,885,0,103.17,53.81,1,304.28,3.07,35.12,1050,4393.73,14,0.0,894.54,1096744.0,0.41,13:07:58,2020-11-11T12:07:58.519,0.27,15265.55,39161.51,29.4,train/camp_11nov_4_fc80_20x_261.png,0
273,274,447.52,494.01,0.39,5403.78,5379.44,7121.6,0.2752,1,1,331,700,0.08,0.55,0.64,1.81,100.09,0.94,2020-11-11,23.87,31.0,51.0,50.44,3.4,70.0,-15.0,0.04,0.96,0.0,0.29,43.01,12.65,campanian_11nov_4_fc80_20x_000004.tif,157,91,366,267,74.26,41.33,1,111.32,1.93,27.4,1102,932.49,3,0.0,3738.09,485538.0,0.58,13:08:00,2020-11-11T12:08:00.882,0.23,7121.602,15592.92,16.13,train/camp_11nov_4_fc80_20x_274.png,0
275,276,714.0,1036.73,0.76,8318.77,31084.61,14352.07,0.2752,1,1,979,253,0.0,0.22,0.76,4.53,149.7,0.81,2020-11-11,30.15,46.78,68.11,50.62,12.15,50.0,-80.0,1.21,0.45,0.0,0.08,116.03,9.55,campanian_11nov_4_fc80_20x_000004.tif,166,202,502,267,96.75,52.42,1,251.18,4.08,19.54,1106,0.0,40,0.0,1147.01,988635.0,0.15,13:08:01,2020-11-11T12:08:01.064,0.36,14352.07,53587.73,37.16,train/camp_11nov_4_fc80_20x_276.png,0
283,284,152.75,153.38,0.33,333.16,10436.86,1420.15,0.2752,1,1,1203,737,0.0,0.09,0.12,11.27,107.71,0.26,2020-11-11,13.95,33.42,61.13,51.4,33.37,70.0,0.0,0.85,0.54,0.0,0.03,77.89,2.33,campanian_11nov_4_fc80_20x_000004.tif,163,77,1029,267,90.66,42.11,1,160.44,1.51,28.95,1123,0.0,11,0.0,5901.21,216773.0,0.26,13:08:01,2020-11-11T12:08:01.837,0.58,1420.147,19541.86,18.58,train/camp_11nov_4_fc80_20x_284.png,0
286,287,520.37,790.32,0.31,8557.54,10341.64,8929.65,0.2752,1,1,1175,121,0.0,0.42,0.51,2.36,139.01,0.84,2020-11-11,25.74,43.37,50.67,51.76,5.23,85.0,-5.0,0.12,0.89,0.0,0.19,66.82,12.77,campanian_11nov_4_fc80_20x_000004.tif,230,97,0,435,88.22,59.51,1,159.17,2.37,19.47,1131,11787.41,1,0.0,1852.53,665909.0,0.44,13:08:02,2020-11-11T12:08:02.200,0.41,8929.65,42726.28,21.68,train/camp_11nov_4_fc80_20x_287.png,0
289,290,1249.45,2044.81,0.46,24837.47,51182.84,33223.19,0.2752,1,1,549,824,0.0,0.26,0.71,3.81,196.06,0.93,2020-11-11,39.89,61.52,36.89,52.35,9.87,0.0,90.0,0.88,0.53,0.0,0.1,145.53,14.74,campanian_11nov_4_fc80_20x_000004.tif,136,296,177,435,92.57,77.47,1,320.54,4.99,28.56,1144,0.0,54,0.0,1828.65,1623411.0,0.58,13:08:02,2020-11-11T12:08:02.795,0.35,33223.19,121926.8,34.81,train/camp_11nov_4_fc80_20x_290.png,0
291,292,183.82,187.6,0.28,478.46,4958.74,1874.79,0.2752,1,1,1219,384,0.0,0.1,0.19,9.64,114.27,0.4,2020-11-11,15.3,35.51,66.72,53.12,28.25,80.0,0.0,0.61,0.62,0.0,0.04,78.64,2.78,campanian_11nov_4_fc80_20x_000004.tif,191,61,518,435,102.3,48.95,1,162.84,1.49,36.95,1161,0.0,5,0.0,598.66,290117.0,0.56,13:08:03,2020-11-11T12:08:03.565,0.57,1874.793,23436.17,14.17,train/camp_11nov_4_fc80_20x_292.png,0
294,295,1255.03,1745.63,0.87,32631.21,59514.87,33446.11,0.2752,1,1,275,435,0.48,0.53,0.89,1.87,173.93,0.91,2020-11-11,39.97,54.49,46.67,53.85,3.6,60.0,-45.0,0.36,0.74,0.0,0.28,81.36,22.6,campanian_11nov_4_fc80_20x_000004.tif,207,215,737,435,89.68,59.91,1,207.91,5.81,27.44,1177,0.0,68,0.0,3872.81,1579571.0,0.53,13:08:04,2020-11-11T12:08:04.292,0.27,33446.11,84691.83,47.49,train/camp_11nov_4_fc80_20x_295.png,0
311,312,299.92,299.92,0.5,680.78,66164.61,3907.32,0.2752,1,1,1038,790,0.0,0.06,0.1,17.17,181.0,0.2,2020-11-11,19.54,56.73,56.24,57.94,51.92,40.0,-50.0,0.83,0.55,0.0,0.02,132.69,2.56,campanian_11nov_4_fc80_20x_000005.tif,170,242,343,0,99.01,72.32,1,270.49,1.49,31.16,1267,0.0,36,0.0,1163.67,443383.0,0.31,13:08:08,2020-11-11T12:08:08.380,0.66,3907.32,95616.02,37.89,train/camp_11nov_4_fc80_20x_312.png,0
321,322,357.05,898.84,0.86,14938.61,20628.0,5075.22,0.2752,1,1,275,742,0.56,0.64,0.93,1.56,120.57,0.93,2020-11-11,21.32,37.51,39.44,59.34,2.49,-85.0,-45.0,0.22,0.82,0.0,0.4,49.05,19.69,campanian_11nov_4_fc80_20x_000005.tif,160,149,1025,0,91.92,40.08,1,137.48,2.8,26.12,1298,0.0,6,0.0,25900.07,485168.0,0.49,13:08:09,2020-11-11T12:08:09.790,0.43,5075.223,27635.59,33.09,train/camp_11nov_4_fc80_20x_322.png,0
329,330,2684.02,3071.65,0.35,57798.35,81649.3,104602.44,0.2752,1,1,807,539,0.0,0.38,0.59,2.61,255.13,0.89,2020-11-11,58.46,80.32,37.42,61.07,6.02,-50.0,45.0,0.36,0.73,0.0,0.17,138.67,23.04,campanian_11nov_4_fc80_20x_000005.tif,317,330,241,346,100.64,101.6,1,323.41,4.4,27.05,1336,106356.27,4,0.0,804.65,3719287.0,0.75,13:08:11,2020-11-11T12:08:11.519,0.27,104602.4,271264.1,42.24,train/camp_11nov_4_fc80_20x_330.png,0
330,331,484.06,504.12,0.74,2850.57,9693.93,8011.38,0.2752,1,1,1166,792,0.11,0.21,0.79,4.78,102.16,0.76,2020-11-11,24.83,31.65,56.36,61.31,12.95,55.0,-50.0,1.29,0.44,0.0,0.08,84.75,6.54,campanian_11nov_4_fc80_20x_000005.tif,136,114,573,346,76.84,37.03,1,182.58,2.22,22.75,1341,0.0,7,0.0,10986.87,541334.0,0.37,13:08:11,2020-11-11T12:08:11.747,0.22,8011.375,16604.67,27.11,train/camp_11nov_4_fc80_20x_331.png,0
331,332,833.05,980.22,0.54,10333.15,18448.43,18087.27,0.2752,1,1,1005,287,0.32,0.36,0.78,2.81,132.85,0.89,2020-11-11,32.57,41.42,40.19,61.35,6.69,85.0,-10.0,0.69,0.59,0.0,0.15,83.82,12.53,campanian_11nov_4_fc80_20x_000005.tif,194,128,689,346,107.29,49.64,1,192.7,3.59,35.94,1342,0.0,26,0.0,4579.26,1271550.0,0.61,13:08:11,2020-11-11T12:08:11.791,0.21,18087.27,37200.85,29.91,train/camp_11nov_4_fc80_20x_332.png,0
334,335,220.45,224.75,0.82,606.3,8452.77,2462.19,0.2752,1,1,540,867,0.0,0.1,0.43,9.91,84.82,0.55,2020-11-11,16.75,26.14,55.61,61.67,29.11,25.0,-15.0,2.09,0.32,0.0,0.03,86.8,2.98,campanian_11nov_4_fc80_20x_000005.tif,93,108,902,346,80.62,28.11,1,179.57,2.26,26.45,1349,0.0,8,0.0,2769.61,270650.0,0.11,13:08:12,2020-11-11T12:08:12.109,0.36,2462.193,9349.734,22.97,train/camp_11nov_4_fc80_20x_335.png,0
336,337,1598.64,2365.84,0.85,42198.04,89394.87,48082.65,0.2752,1,1,1044,123,0.5,0.42,0.92,2.37,197.81,0.94,2020-11-11,45.12,62.08,66.27,61.81,5.24,-35.0,30.0,0.67,0.6,0.0,0.19,113.9,21.72,campanian_11nov_4_fc80_20x_000005.tif,228,236,0,665,95.24,68.41,1,271.24,7.2,18.22,1352,0.0,75,0.0,10383.93,2122288.0,0.61,13:08:12,2020-11-11T12:08:12.245,0.27,48082.65,125280.5,55.36,train/camp_11nov_4_fc80_20x_337.png,0
348,349,190.48,306.26,0.6,2879.26,3237.46,1977.61,0.2752,1,1,1094,702,0.47,0.58,0.85,1.72,72.47,0.96,2020-11-11,15.57,22.21,61.29,64.85,3.08,75.0,-10.0,0.23,0.81,0.0,0.32,32.63,10.6,campanian_11nov_4_fc80_20x_000005.tif,108,72,915,665,98.84,26.53,1,86.47,2.5,35.13,1419,0.0,6,0.0,1553.3,289688.0,0.7,13:08:15,2020-11-11T12:08:15.290,0.3,1977.606,5735.303,15.63,train/camp_11nov_4_fc80_20x_349.png,0
351,352,296.22,492.86,0.75,6441.0,7535.02,3835.18,0.2752,1,1,570,586,0.6,0.65,0.93,1.53,88.2,0.97,2020-11-11,19.42,27.21,68.22,65.3,2.38,60.0,-30.0,0.16,0.86,0.0,0.42,35.93,15.11,campanian_11nov_4_fc80_20x_000005.tif,120,108,1054,665,86.68,30.95,1,102.07,2.89,30.39,1429,636.41,1,0.0,6002.35,383649.0,0.66,13:08:15,2020-11-11T12:08:15.744,0.29,3835.184,10549.76,22.79,train/camp_11nov_4_fc80_20x_352.png,0
354,355,700.4,752.14,0.41,4321.69,13104.21,13943.94,0.2752,1,1,632,682,0.0,0.16,0.58,6.32,129.87,0.78,2020-11-11,29.86,40.47,45.93,66.32,17.78,80.0,-10.0,1.34,0.43,0.0,0.06,120.28,6.76,campanian_11nov_4_fc80_20x_000006.tif,200,113,0,0,90.26,51.33,1,254.09,2.71,51.52,1451,0.0,11,0.0,1907.04,905388.0,0.37,13:08:16,2020-11-11T12:08:16.754,0.26,13943.94,34699.1,23.91,train/camp_11nov_4_fc80_20x_355.png,0
356,357,451.19,518.42,0.49,6538.84,6407.74,7209.44,0.2752,1,1,495,648,0.27,0.62,0.76,1.6,97.42,0.95,2020-11-11,23.97,30.15,57.3,66.58,2.67,80.0,-15.0,0.0,1.02,0.0,0.38,38.97,14.62,campanian_11nov_4_fc80_20x_000006.tif,158,90,153,0,73.77,39.83,1,107.17,2.1,24.15,1457,0.0,2,0.0,32724.6,486096.0,0.67,13:08:17,2020-11-11T12:08:17.018,0.2,7209.442,14343.23,18.57,train/camp_11nov_4_fc80_20x_357.png,0
360,361,266.08,282.84,0.45,1463.72,2751.04,3265.03,0.2752,1,1,293,759,0.11,0.27,0.68,3.7,77.52,0.85,2020-11-11,18.41,23.82,43.68,67.13,9.52,85.0,0.0,0.85,0.54,0.0,0.11,55.28,5.81,campanian_11nov_4_fc80_20x_000006.tif,123,68,366,0,88.48,29.91,1,122.17,2.1,35.77,1469,0.0,2,0.0,3466.71,354107.0,0.44,13:08:17,2020-11-11T12:08:17.565,0.23,3265.031,7073.18,14.72,train/camp_11nov_4_fc80_20x_361.png,0
372,373,409.69,413.35,0.55,908.43,28154.81,6237.93,0.2752,1,1,956,440,0.0,0.04,0.27,23.68,139.25,0.39,2020-11-11,22.84,43.45,42.49,70.26,72.37,85.0,-5.0,2.14,0.32,0.0,0.01,182.29,2.52,campanian_11nov_4_fc80_20x_000006.tif,224,110,1033,0,110.14,58.05,1,369.62,2.74,31.58,1538,0.0,20,0.0,8780.28,662181.0,0.52,13:08:20,2020-11-11T12:08:20.701,0.47,6237.931,42954.91,24.47,train/camp_11nov_4_fc80_20x_373.png,0
374,375,1454.18,1802.02,0.65,25927.72,55589.61,41714.85,0.2752,1,1,293,687,0.02,0.37,0.81,2.68,185.22,0.84,2020-11-11,43.03,58.07,37.03,70.31,6.26,-80.0,40.0,0.49,0.67,0.0,0.16,108.94,17.41,campanian_11nov_4_fc80_20x_000006.tif,273,189,0,226,89.58,73.04,1,252.7,4.25,28.55,1539,49513.56,5,0.0,618.54,1820453.0,0.32,13:08:20,2020-11-11T12:08:20.745,0.26,41714.85,102556.7,45.14,train/camp_11nov_4_fc80_20x_375.png,0
378,379,310.4,544.81,0.5,6073.22,7114.2,4113.79,0.2752,1,1,828,760,0.23,0.54,0.77,1.86,99.34,0.93,2020-11-11,19.88,30.76,62.7,70.44,3.56,-80.0,15.0,0.19,0.84,0.0,0.28,46.13,12.95,campanian_11nov_4_fc80_20x_000006.tif,154,91,318,226,90.32,38.8,1,118.15,2.35,26.52,1542,0.0,2,0.0,17536.26,417743.0,0.59,13:08:20,2020-11-11T12:08:20.881,0.35,4113.794,15232.74,19.69,train/camp_11nov_4_fc80_20x_379.png,0
380,381,122.08,127.32,0.68,683.74,939.4,1014.62,0.2752,1,1,1097,821,0.53,0.45,0.89,2.22,47.71,0.92,2020-11-11,12.47,14.33,40.51,70.67,4.75,-10.0,90.0,0.63,0.61,0.0,0.21,26.99,5.68,campanian_11nov_4_fc80_20x_000006.tif,55,74,442,226,103.11,16.59,1,65.34,1.65,37.38,1547,504.13,1,0.0,59.88,200862.0,0.64,13:08:21,2020-11-11T12:08:21.111,0.13,1014.624,1541.135,11.15,train/camp_11nov_4_fc80_20x_381.png,0
386,387,525.86,566.95,0.33,5178.9,5910.76,9071.4,0.2752,1,1,319,481,0.0,0.41,0.57,2.44,113.42,0.89,2020-11-11,25.88,35.24,41.94,71.36,5.49,-65.0,15.0,0.2,0.83,0.0,0.18,58.37,10.63,campanian_11nov_4_fc80_20x_000006.tif,177,95,772,226,74.25,48.68,1,138.01,1.91,18.12,1562,0.0,10,0.0,2293.43,566098.0,0.61,13:08:21,2020-11-11T12:08:21.792,0.27,9071.396,22904.57,16.97,train/camp_11nov_4_fc80_20x_387.png,0
388,389,377.54,838.16,0.41,13110.83,11497.44,5518.24,0.2752,1,1,978,242,0.15,0.63,0.7,1.6,124.31,0.99,2020-11-11,21.92,38.7,59.44,72.03,2.64,50.0,-40.0,0.0,1.08,0.0,0.38,48.84,18.49,campanian_11nov_4_fc80_20x_000006.tif,164,159,908,226,115.72,52.77,1,134.65,3.01,30.82,1577,0.0,1,0.0,72117.02,643886.0,0.78,13:08:22,2020-11-11T12:08:22.472,0.43,5518.242,30344.59,20.9,train/camp_11nov_4_fc80_20x_389.png,0
390,391,313.68,316.82,0.47,1816.12,3198.47,4179.17,0.2752,1,1,725,461,0.06,0.3,0.71,3.38,78.47,0.89,2020-11-11,19.98,24.12,54.83,72.12,8.52,90.0,5.0,0.78,0.56,0.0,0.12,55.14,6.48,campanian_11nov_4_fc80_20x_000006.tif,127,69,1121,226,86.02,30.96,1,123.24,1.7,29.17,1579,0.0,5,0.0,310.18,401811.0,0.38,13:08:22,2020-11-11T12:08:22.563,0.17,4179.172,7345.29,14.85,train/camp_11nov_4_fc80_20x_391.png,0
395,396,711.68,741.66,0.49,2542.71,29588.6,14281.94,0.2752,1,1,571,799,0.0,0.06,0.4,16.35,150.63,0.57,2020-11-11,30.1,47.07,41.96,73.49,49.33,-30.0,45.0,2.27,0.31,0.0,0.02,198.99,4.03,campanian_11nov_4_fc80_20x_000006.tif,161,209,220,501,87.63,60.85,1,406.05,3.09,32.25,1609,0.0,26,0.0,2734.85,892573.0,0.11,13:08:23,2020-11-11T12:08:23.928,0.36,14281.94,54613.21,31.53,train/camp_11nov_4_fc80_20x_396.png,0
398,399,315.46,1246.8,0.72,21498.41,30392.87,4214.86,0.2752,1,1,367,38,0.49,0.58,0.9,1.73,141.05,0.96,2020-11-11,20.04,44.02,53.59,73.94,3.11,-50.0,50.0,0.3,0.77,0.0,0.32,64.19,20.65,campanian_11nov_4_fc80_20x_000006.tif,160,184,519,501,91.02,49.35,1,169.68,2.29,30.63,1619,1161.06,2,0.0,25689.77,427408.0,0.55,13:08:24,2020-11-11T12:08:24.382,0.54,4214.856,44678.09,37.33,train/camp_11nov_4_fc80_20x_399.png,0
407,408,346.96,1105.32,0.92,18607.92,29560.31,4861.65,0.2752,1,1,596,535,0.58,0.6,0.93,1.68,133.76,0.92,2020-11-11,21.02,41.71,55.19,75.16,2.92,40.0,-15.0,0.31,0.77,0.0,0.34,58.72,20.09,campanian_11nov_4_fc80_20x_000006.tif,176,153,0,694,111.71,44.99,1,157.61,2.37,36.32,1646,0.0,7,0.0,750.97,573836.0,0.56,13:08:25,2020-11-11T12:08:25.608,0.5,4861.647,37985.51,36.64,train/camp_11nov_4_fc80_20x_408.png,0
415,416,390.59,440.53,0.35,3543.6,4159.73,5806.88,0.2752,1,1,917,211,0.04,0.4,0.59,2.51,97.32,0.9,2020-11-11,22.3,30.11,51.01,75.94,5.7,-85.0,0.0,0.34,0.75,0.0,0.18,52.74,9.25,campanian_11nov_4_fc80_20x_000006.tif,157,68,442,694,93.13,39.45,1,123.98,2.32,28.94,1663,0.0,19,0.0,1291.64,535144.0,0.71,13:08:26,2020-11-11T12:08:26.382,0.26,5806.88,14296.85,14.72,train/camp_11nov_4_fc80_20x_416.png,0
419,420,1087.28,1643.68,0.33,27045.91,32561.14,26969.84,0.2752,1,1,973,82,0.0,0.47,0.54,2.11,198.29,0.94,2020-11-11,37.21,62.23,71.68,77.03,4.4,25.0,-70.0,0.04,0.96,0.0,0.23,87.3,19.86,campanian_11nov_4_fc80_20x_000006.tif,144,307,680,694,85.15,83.83,1,214.33,3.94,20.77,1687,0.0,51,0.0,3098.9,1305118.0,0.55,13:08:27,2020-11-11T12:08:27.473,0.4,26969.84,126205.4,29.11,train/camp_11nov_4_fc80_20x_420.png,0
428,429,514.01,562.9,0.43,5427.6,6881.31,8766.5,0.2752,1,1,1191,380,0.14,0.44,0.7,2.26,107.39,0.89,2020-11-11,25.58,33.32,46.64,79.03,4.9,-85.0,-5.0,0.23,0.82,0.0,0.2,54.94,11.22,campanian_11nov_4_fc80_20x_000007.tif,177,87,0,0,98.76,44.81,1,132.31,2.24,32.44,1731,8097.98,3,0.0,494.78,736750.0,0.54,13:08:29,2020-11-11T12:08:29.473,0.23,8766.499,19362.22,19.55,train/camp_11nov_4_fc80_20x_429.png,0
433,434,707.46,935.96,0.52,13865.78,16181.6,14155.13,0.2752,1,1,997,53,0.29,0.57,0.79,1.77,128.68,0.93,2020-11-11,30.01,40.09,53.83,80.08,3.25,-50.0,20.0,0.1,0.91,0.0,0.31,57.13,17.58,campanian_11nov_4_fc80_20x_000007.tif,172,142,362,0,93.71,51.95,1,149.42,3.37,32.02,1754,0.0,18,0.0,2092.32,949106.0,0.7,13:08:30,2020-11-11T12:08:30.518,0.25,14155.13,33733.67,26.5,train/camp_11nov_4_fc80_20x_434.png,0
446,447,204.11,227.43,0.35,1257.09,1643.94,2193.59,0.2752,1,1,826,261,0.1,0.34,0.57,2.91,75.03,0.89,2020-11-11,16.12,23.02,47.15,82.03,7.0,70.0,-15.0,0.4,0.72,0.0,0.14,42.8,6.12,campanian_11nov_4_fc80_20x_000007.tif,124,67,451,215,98.23,30.64,1,97.83,1.78,36.43,1797,1829.57,1,0.0,16.64,306954.0,0.58,13:08:32,2020-11-11T12:08:32.472,0.3,2193.585,6390.428,10.33,train/camp_11nov_4_fc80_20x_447.png,0
450,451,717.64,839.4,0.55,10007.48,14060.41,14461.88,0.2752,1,1,727,282,0.28,0.46,0.82,2.16,120.0,0.94,2020-11-11,30.23,37.33,40.43,82.9,4.55,60.0,-25.0,0.44,0.69,0.0,0.22,64.16,14.09,campanian_11nov_4_fc80_20x_000007.tif,170,126,745,215,100.12,44.47,1,156.51,3.27,30.74,1816,10374.35,3,0.0,1588.48,1028035.0,0.65,13:08:33,2020-11-11T12:08:33.336,0.19,14461.88,27232.29,24.88,train/camp_11nov_4_fc80_20x_451.png,0
456,457,879.41,996.17,0.52,9831.18,23585.69,19617.71,0.2752,1,1,20,302,0.0,0.32,0.66,3.14,138.41,0.81,2020-11-11,33.46,43.18,41.23,83.94,7.75,-20.0,85.0,0.71,0.58,0.0,0.13,90.89,11.74,campanian_11nov_4_fc80_20x_000007.tif,136,201,0,603,66.99,53.04,1,205.26,2.59,30.24,1839,0.0,21,0.0,2329.68,836517.0,0.42,13:08:34,2020-11-11T12:08:34.385,0.23,19617.71,42167.67,32.51,train/camp_11nov_4_fc80_20x_457.png,0
457,458,423.92,429.38,0.77,5326.2,6252.44,6565.75,0.2752,1,1,56,281,0.58,0.66,0.93,1.52,82.9,0.97,2020-11-11,23.23,25.53,65.29,84.04,2.35,10.0,-85.0,0.12,0.89,0.0,0.43,33.42,14.24,campanian_11nov_4_fc80_20x_000007.tif,97,121,203,603,57.22,29.72,1,95.33,1.32,21.33,1841,0.0,1,0.0,8162.22,355317.0,0.62,13:08:34,2020-11-11T12:08:34.476,0.09,6565.751,8710.193,22.64,train/camp_11nov_4_fc80_20x_458.png,0
466,467,1055.26,1115.22,0.27,10528.42,16107.09,25787.19,0.2752,1,1,739,133,0.0,0.27,0.46,3.65,175.24,0.82,2020-11-11,36.66,54.9,57.62,85.39,9.37,0.0,90.0,0.34,0.75,0.0,0.11,105.59,11.27,campanian_11nov_4_fc80_20x_000007.tif,93,301,649,603,70.99,78.84,1,233.71,2.08,36.48,1871,0.0,10,0.0,4732.8,1057048.0,0.5,13:08:35,2020-11-11T12:08:35.835,0.33,25787.19,86647.96,21.6,train/camp_11nov_4_fc80_20x_467.png,0
467,468,149.41,149.41,0.32,931.42,735.84,1373.86,0.2752,1,1,395,97,0.02,0.5,0.56,1.98,59.4,0.96,2020-11-11,13.79,18.05,50.01,85.44,3.97,-75.0,5.0,0.05,0.95,0.0,0.25,26.55,6.68,campanian_11nov_4_fc80_20x_000007.tif,104,46,952,603,86.85,25.33,1,66.47,1.11,47.79,1872,876.01,0,0.0,0.0,203500.0,0.65,13:08:35,2020-11-11T12:08:35.880,0.24,1373.861,3079.181,8.07,train/camp_11nov_4_fc80_20x_468.png,0
468,469,715.53,986.58,0.64,15902.98,21117.85,14398.16,0.2752,1,1,776,195,0.35,0.6,0.83,1.66,132.47,0.96,2020-11-11,30.18,41.3,52.13,85.53,2.88,20.0,-50.0,0.16,0.86,0.0,0.35,55.15,19.16,campanian_11nov_4_fc80_20x_000007.tif,172,176,1000,603,103.77,47.54,1,148.62,4.56,22.46,1874,0.0,35,0.0,10228.38,1062514.0,0.59,13:08:35,2020-11-11T12:08:35.976,0.27,14398.16,36873.17,32.24,train/camp_11nov_4_fc80_20x_469.png,0
476,477,1303.38,1370.14,0.38,20891.32,24430.27,35397.37,0.2752,1,1,14,740,0.01,0.48,0.64,2.09,165.62,0.93,2020-11-11,40.74,51.84,50.33,86.85,4.33,-45.0,35.0,0.16,0.86,0.0,0.23,79.33,18.31,campanian_11nov_4_fc80_20x_000008.tif,220,199,0,0,61.4,68.51,1,195.28,1.95,20.16,1903,0.0,18,0.0,3038.31,1121840.0,0.64,13:08:37,2020-11-11T12:08:37.291,0.21,35397.37,72948.55,27.62,train/camp_11nov_4_fc80_20x_477.png,0
479,480,638.14,652.44,0.45,3030.28,16468.8,12126.56,0.2752,1,1,1156,633,0.0,0.12,0.48,8.29,136.16,0.68,2020-11-11,28.5,42.47,48.89,87.63,24.01,-80.0,15.0,1.25,0.44,0.0,0.04,130.55,5.44,campanian_11nov_4_fc80_20x_000008.tif,222,119,271,0,75.77,58.04,1,271.97,2.25,36.88,1920,0.0,15,0.0,858.33,695159.0,0.41,13:08:38,2020-11-11T12:08:38.064,0.33,12126.56,40103.04,23.2,train/camp_11nov_4_fc80_20x_480.png,0
482,483,528.97,567.39,0.6,6090.51,8187.16,9151.94,0.2752,1,1,779,657,0.45,0.5,0.85,1.98,97.53,0.92,2020-11-11,25.95,30.18,49.83,88.08,3.98,-55.0,35.0,0.38,0.73,0.0,0.25,49.71,12.49,campanian_11nov_4_fc80_20x_000008.tif,131,126,477,0,98.58,36.08,1,124.4,2.25,26.72,1930,3992.53,5,0.0,1292.85,755833.0,0.73,13:08:38,2020-11-11T12:08:38.517,0.14,9151.938,14394.75,22.17,train/camp_11nov_4_fc80_20x_483.png,0
483,484,967.34,1928.1,0.7,36269.84,60760.5,22632.46,0.2752,1,1,680,327,0.4,0.51,0.86,1.96,182.62,0.95,2020-11-11,35.09,57.25,60.32,88.13,3.9,-25.0,50.0,0.28,0.78,0.0,0.26,88.86,22.8,campanian_11nov_4_fc80_20x_000008.tif,209,239,605,0,100.29,69.28,1,223.31,4.43,27.81,1931,60789.06,1,0.0,108.23,1373031.0,0.58,13:08:38,2020-11-11T12:08:38.563,0.39,22632.46,98243.34,46.5,train/camp_11nov_4_fc80_20x_484.png,0
